case_id,arch,anchored,pose,noise,stage,gt_x,gt_y,pred_x,pred_y,err_px,success_1px,wall_ms
dram_anchored_pose-small_0034,dram,anchored,small,low,weighted,328.8916297670787,887.2243572961602,328.5,887.5,0.4789078978699908,1,159.00283299924922
dram_anchored_pose-small_0034,dram,anchored,small,low,selected,328.8916297670787,887.2243572961602,328.5,887.5,0.4789078978699908,1,162.11483299957763
dram_anchored_pose-small_0035,dram,anchored,small,low,ncc,609.8846431407513,660.9969200914933,482.5,844.5,223.38358857356636,0,32.30362499925832
dram_anchored_pose-small_0035,dram,anchored,small,low,weighted,609.8846431407513,660.9969200914933,482.5,844.5,223.38358857356636,0,162.15220900085114
dram_anchored_pose-small_0035,dram,anchored,small,low,selected,609.8846431407513,660.9969200914933,482.5,844.5,223.38358857356636,0,165.0659180013463
dram_anchored_pose-small_0036,dram,anchored,small,medium,ncc,135.79748447778692,673.6411714540867,135.5,673.5,0.32928163321556914,1,33.70625000025029
dram_anchored_pose-small_0036,dram,anchored,small,medium,weighted,135.79748447778692,673.6411714540867,135.5,673.5,0.32928163321556914,1,162.32716699960292
dram_anchored_pose-small_0036,dram,anchored,small,medium,selected,135.79748447778692,673.6411714540867,135.5,673.5,0.32928163321556914,1,165.178166998885
dram_anchored_pose-small_0037,dram,anchored,small,medium,ncc,547.6301665186736,438.90449098307107,547.5,438.5,0.42491914286062366,1,32.2975420003786
dram_anchored_pose-small_0037,dram,anchored,small,medium,weighted,547.6301665186736,438.90449098307107,547.5,438.5,0.42491914286062366,1,159.2136670005857
dram_anchored_pose-small_0037,dram,anchored,small,medium,selected,547.6301665186736,438.90449098307107,547.5,438.5,0.42491914286062366,1,162.08645900223928
dram_anchored_pose-small_0038,dram,anchored,small,medium,ncc,806.503308085577,398.7167938292946,806.5,398.5,0.2168190670822148,1,32.48724999866681
dram_anchored_pose-small_0038,dram,anchored,small,medium,weighted,806.503308085577,398.7167938292946,806.5,398.5,0.2168190670822148,1,158.79737500108604
dram_anchored_pose-small_0038,dram,anchored,small,medium,selected,806.503308085577,398.7167938292946,806.5,398.5,0.2168190670822148,1,161.68658400056302
dram_anchored_pose-small_0039,dram,anchored,small,medium,ncc,111.03808871571891,493.9181990839855,111.5,493.5,0.6230991160260951,1,32.113459001266165
dram_anchored_pose-small_0039,dram,anchored,small,medium,weighted,111.03808871571891,493.9181990839855,111.5,493.5,0.6230991160260951,1,158.592249999856
dram_anchored_pose-small_0039,dram,anchored,small,medium,selected,111.03808871571891,493.9181990839855,111.5,493.5,0.6230991160260951,1,161.46841699992365
dram_anchored_pose-small_0040,dram,anchored,small,medium,ncc,284.3758118511194,103.75600264240674,284.5,103.5,0.2845347944305266,1,32.38612499990268
dram_anchored_pose-small_0040,dram,anchored,small,medium,weighted,284.3758118511194,103.75600264240674,284.5,103.5,0.2845347944305266,1,158.85549999984505
dram_anchored_pose-small_0040,dram,anchored,small,medium,selected,284.3758118511194,103.75600264240674,284.5,103.5,0.2845347944305266,1,161.7251669995312
dram_anchored_pose-small_0041,dram,anchored,small,medium,ncc,700.8851983400242,612.4152746077232,700.5,612.5,0.39440607659348176,1,32.31091599991487
dram_anchored_pose-small_0041,dram,anchored,small,medium,weighted,700.8851983400242,612.4152746077232,700.5,612.5,0.39440607659348176,1,158.3719589998509
dram_anchored_pose-small_0041,dram,anchored,small,medium,selected,700.8851983400242,612.4152746077232,700.5,612.5,0.39440607659348176,1,161.24737600148364
dram_anchored_pose-small_0042,dram,anchored,small,medium,ncc,811.3424628322523,639.9793228231513,300.5,182.5,685.7458367669833,0,31.96883399868966
dram_anchored_pose-small_0042,dram,anchored,small,medium,weighted,811.3424628322523,639.9793228231513,811.5,639.5,0.5045476469231428,1,158.3314169984078
dram_anchored_pose-small_0042,dram,anchored,small,medium,selected,811.3424628322523,639.9793228231513,811.5,639.5,0.5045476469231428,1,161.29874999751337
dram_anchored_pose-small_0043,dram,anchored,small,medium,ncc,908.4841837538216,828.8418916410936,908.5,828.5,0.3422572831845601,1,32.2851669989177
dram_anchored_pose-small_0043,dram,anchored,small,medium,weighted,908.4841837538216,828.8418916410936,908.5,828.5,0.3422572831845601,1,158.331000000544
dram_anchored_pose-small_0043,dram,anchored,small,medium,selected,908.4841837538216,828.8418916410936,908.5,828.5,0.3422572831845601,1,161.25462500167487
dram_anchored_pose-small_0044,dram,anchored,small,medium,ncc,723.339317017613,790.725731586064,723.5,790.5,0.27708080008497454,1,32.040457999755745
dram_anchored_pose-small_0044,dram,anchored,small,medium,weighted,723.339317017613,790.725731586064,723.5,790.5,0.27708080008497454,1,158.3706670007814
dram_anchored_pose-small_0044,dram,anchored,small,medium,selected,723.339317017613,790.725731586064,723.5,790.5,0.27708080008497454,1,161.33000000081665
dram_anchored_pose-small_0045,dram,anchored,small,high,ncc,190.71282033502274,524.7743774152493,190.5,524.5,0.34723977450472,1,32.382334000431
dram_anchored_pose-small_0045,dram,anchored,small,high,weighted,190.71282033502274,524.7743774152493,190.5,524.5,0.34723977450472,1,158.7485000000015
dram_anchored_pose-small_0045,dram,anchored,small,high,selected,190.71282033502274,524.7743774152493,190.5,524.5,0.34723977450472,1,161.6390829985903
dram_anchored_pose-small_0046,dram,anchored,small,high,ncc,726.6221950435852,597.6528938037579,726.5,597.5,0.19572466350553133,1,32.523541998671135
dram_anchored_pose-small_0046,dram,anchored,small,high,weighted,726.6221950435852,597.6528938037579,726.5,597.5,0.19572466350553133,1,157.88166700076545
dram_anchored_pose-small_0046,dram,anchored,small,high,selected,726.6221950435852,597.6528938037579,726.5,597.5,0.19572466350553133,1,160.72345900101936
dram_anchored_pose-small_0047,dram,anchored,small,high,ncc,338.36528164328104,255.74814204626614,338.5,255.5,0.2823535208957106,1,32.55691599952115
dram_anchored_pose-small_0047,dram,anchored,small,high,weighted,338.36528164328104,255.74814204626614,338.5,255.5,0.2823535208957106,1,161.2838750006631
dram_anchored_pose-small_0047,dram,anchored,small,high,selected,338.36528164328104,255.74814204626614,338.5,255.5,0.2823535208957106,1,164.19425000094634
dram_anchored_pose-small_0048,dram,anchored,small,high,ncc,465.2562414914341,610.2737942699528,465.5,610.5,0.3325466024551834,1,32.67870799936645
dram_anchored_pose-small_0048,dram,anchored,small,high,weighted,465.2562414914341,610.2737942699528,465.5,610.5,0.3325466024551834,1,159.12945799937006
dram_anchored_pose-small_0048,dram,anchored,small,high,selected,465.2562414914341,610.2737942699528,465.5,610.5,0.3325466024551834,1,162.0111239990365
dram_anchored_pose-small_0049,dram,anchored,small,high,ncc,516.5999980082075,484.47086263791,516.5,484.5,0.10415655291453706,1,32.40120800001023
dram_anchored_pose-small_0049,dram,anchored,small,high,weighted,516.5999980082075,484.47086263791,516.5,484.5,0.10415655291453706,1,159.6757080005773
dram_anchored_pose-small_0049,dram,anchored,small,high,selected,516.5999980082075,484.47086263791,516.5,484.5,0.10415655291453706,1,162.66408299998147
dram_anchored_pose-small_0050,dram,anchored,small,high,ncc,696.6344904759969,758.419931058276,696.5,758.5,0.15652068094242444,1,32.595874999969965
dram_anchored_pose-small_0050,dram,anchored,small,high,weighted,696.6344904759969,758.419931058276,696.5,758.5,0.15652068094242444,1,160.38250000019616
dram_anchored_pose-small_0050,dram,anchored,small,high,selected,696.6344904759969,758.419931058276,696.5,758.5,0.15652068094242444,1,163.30708300120023
dram_anchored_pose-small_0051,dram,anchored,small,high,ncc,693.978183995131,621.8611031403026,693.5,621.5,0.5992123255873492,1,32.82287500042003
dram_anchored_pose-small_0051,dram,anchored,small,high,weighted,693.978183995131,621.8611031403026,693.5,621.5,0.5992123255873492,1,159.51687499909895
dram_anchored_pose-small_0051,dram,anchored,small,high,selected,693.978183995131,621.8611031403026,693.5,621.5,0.5992123255873492,1,162.41299999819603
dram_anchored_pose-small_0052,dram,anchored,small,high,ncc,587.9700272062198,349.1423381552984,336.5,794.5,511.44952981391674,0,32.797624999147956
dram_anchored_pose-small_0052,dram,anchored,small,high,weighted,587.9700272062198,349.1423381552984,336.5,794.5,511.44952981391674,0,159.89804199853097
dram_anchored_pose-small_0052,dram,anchored,small,high,selected,587.9700272062198,349.1423381552984,336.5,794.5,511.44952981391674,0,162.85354199862923
dram_anchored_pose-small_0053,dram,anchored,small,high,ncc,384.6346389113667,111.60463043374017,384.5,111.5,0.17051441029623227,1,32.661834000464296
dram_anchored_pose-small_0053,dram,anchored,small,high,weighted,384.6346389113667,111.60463043374017,384.5,111.5,0.17051441029623227,1,159.2622919997666
dram_anchored_pose-small_0053,dram,anchored,small,high,selected,384.6346389113667,111.60463043374017,384.5,111.5,0.17051441029623227,1,162.16116699979466
dram_anchored_pose-large_0054,dram,anchored,large,low,ncc,440.867595758302,785.9346928825228,440.5,785.5,0.5692842380020519,1,32.319874999302556
dram_anchored_pose-large_0054,dram,anchored,large,low,weighted,440.867595758302,785.9346928825228,440.5,785.5,0.5692842380020519,1,158.3925420000014
dram_anchored_pose-large_0054,dram,anchored,large,low,selected,440.867595758302,785.9346928825228,440.5,785.5,0.5692842380020519,1,161.25800000008894
dram_anchored_pose-large_0055,dram,anchored,large,low,ncc,297.4499597403164,797.5105062480358,297.5,797.5,0.051131290194874196,1,32.098334000693285
dram_anchored_pose-large_0055,dram,anchored,large,low,weighted,297.4499597403164,797.5105062480358,297.5,797.5,0.051131290194874196,1,158.43937499994354
dram_anchored_pose-large_0055,dram,anchored,large,low,selected,297.4499597403164,797.5105062480358,297.5,797.5,0.051131290194874196,1,161.31891599980008
dram_anchored_pose-large_0056,dram,anchored,large,low,ncc,669.421507838135,852.2950229976549,669.5,852.5,0.21949166490925376,1,32.00495900091482
dram_anchored_pose-large_0056,dram,anchored,large,low,weighted,669.421507838135,852.2950229976549,669.5,852.5,0.21949166490925376,1,159.70695899886778
dram_anchored_pose-large_0056,dram,anchored,large,low,selected,669.421507838135,852.2950229976549,669.5,852.5,0.21949166490925376,1,162.71679299825337
dram_anchored_pose-large_0057,dram,anchored,large,low,ncc,492.39571120461363,616.7442996868616,483.5,678.5,62.39311018856208,0,32.855457999176
dram_anchored_pose-large_0057,dram,anchored,large,low,weighted,492.39571120461363,616.7442996868616,483.5,678.5,62.39311018856208,0,159.8030409986677
dram_anchored_pose-large_0057,dram,anchored,large,low,selected,492.39571120461363,616.7442996868616,483.5,678.5,62.39311018856208,0,162.7485409990186
dram_anchored_pose-large_0058,dram,anchored,large,low,ncc,732.1034290123812,295.56486679566314,732.5,295.5,0.4018410748051596,1,32.0722910000768
dram_anchored_pose-large_0058,dram,anchored,large,low,weighted,732.1034290123812,295.56486679566314,732.5,295.5,0.4018410748051596,1,157.81937500105414
dram_anchored_pose-large_0058,dram,anchored,large,low,selected,732.1034290123812,295.56486679566314,732.5,295.5,0.4018410748051596,1,160.71500000180095
dram_anchored_pose-large_0059,dram,anchored,large,low,ncc,885.7171437648049,741.9554325312993,885.5,742.5,0.5862637141771211,1,31.966083999577677
dram_anchored_pose-large_0059,dram,anchored,large,low,weighted,885.7171437648049,741.9554325312993,885.5,741.5,0.5045495071440315,1,159.905415999674
dram_anchored_pose-large_0059,dram,anchored,large,low,selected,885.7171437648049,741.9554325312993,885.5,741.5,0.5045495071440315,1,162.78649999912886
dram_anchored_pose-large_0060,dram,anchored,large,low,ncc,260.2983510414417,393.5024622276527,260.5,393.5,0.20166399047091374,1,32.17916700123169
dram_anchored_pose-large_0060,dram,anchored,large,low,weighted,260.2983510414417,393.5024622276527,260.5,393.5,0.20166399047091374,1,164.11975000119128
dram_anchored_pose-large_0060,dram,anchored,large,low,selected,260.2983510414417,393.5024622276527,260.5,393.5,0.20166399047091374,1,167.50383300131944
dram_anchored_pose-large_0061,dram,anchored,large,low,ncc,319.52808765738564,669.1468726761681,254.5,653.5,66.88405496768901,0,37.15037500114704
dram_anchored_pose-large_0061,dram,anchored,large,low,weighted,319.52808765738564,669.1468726761681,254.5,653.5,66.88405496768901,0,182.47854100081895
dram_anchored_pose-large_0061,dram,anchored,large,low,selected,319.52808765738564,669.1468726761681,254.5,653.5,66.88405496768901,0,185.52408200048376
dram_anchored_pose-large_0062,dram,anchored,large,low,ncc,636.0699350692969,309.8968596111385,635.5,310.5,0.8298218555150598,1,37.94479200041678
dram_anchored_pose-large_0062,dram,anchored,large,low,weighted,636.0699350692969,309.8968596111385,635.5,310.5,0.8298218555150598,1,187.90337500104215
dram_anchored_pose-large_0062,dram,anchored,large,low,selected,636.0699350692969,309.8968596111385,635.5,310.5,0.8298218555150598,1,191.04450000122597
dram_anchored_pose-large_0063,dram,anchored,large,medium,ncc,311.5032958479918,577.3403438308851,311.5,577.5,0.1596901842644985,1,35.08666600100696
dram_anchored_pose-large_0063,dram,anchored,large,medium,weighted,311.5032958479918,577.3403438308851,311.5,577.5,0.1596901842644985,1,163.48908399959328
