case_id,arch,anchored,pose,noise,seed,gt_x,gt_y,pred_x,pred_y,err_px,success_1px,gt_rotation_deg,gt_scale,theta_err_deg,scale_err,confidence,low_confidence_flag,ncc_peak,psr,n_tied,tie_break_used,uniqueness_score,theta_est,scale_est,subpixel_error,subpixel_method,mode_used,failure_mode,elapsed_ms,wall_ms,error
dram_anchored_pose-none_0000,dram,anchored,none,none,20260807,531.8194732184453,446.266375344203,531.8199999928474,446.2699999958277,0.0036627299478421004,1,0.0,10.0,0.0,0.0,0.07164603337810722,1,0.9844143986701965,2.8766494040893495,1,False,0.28523217466692624,0.0,10.0,0.09075663238763809,phase_cross_correlation,ambiguous,none,246.7232500002865,246.72958399969502,
dram_anchored_pose-none_0001,dram,anchored,none,none,20260808,127.76712372639233,709.0552582342465,127.75999999046326,709.0500000119209,0.008854180685532502,1,0.0,10.0,0.0,0.0,0.07020262926447172,1,0.9771663546562195,2.83283816552395,1,False,0.2821863030368388,0.0,10.0,0.08411238342523575,phase_cross_correlation,ambiguous,none,212.9012089990283,212.90637500169396,
dram_anchored_pose-none_0002,dram,anchored,none,none,20260809,863.977595873166,497.1548480905214,863.9799999892712,497.1599999964237,0.00568523602618127,1,0.0,10.0,0.0,0.0,0.0770644313168807,1,0.9719626307487488,3.034164833299736,1,False,0.2725274552991539,0.0,10.0,0.09614895284175873,phase_cross_correlation,ambiguous,none,211.8964169985702,211.90066700000898,
dram_anchored_pose-none_0003,dram,anchored,none,none,20260810,232.65846231244757,735.5809719729891,232.65999999642372,735.5799999982119,0.0018191225846937854,1,0.0,10.0,0.0,0.0,0.07466910847565368,1,0.9939906597137451,2.9658301426772002,1,False,0.27352034613422305,0.0,10.0,0.08728394657373428,phase_cross_correlation,ambiguous,none,208.65491699987615,208.6594590000459,
dram_anchored_pose-none_0004,dram,anchored,none,none,20260811,503.24196628643364,564.1423323810496,503.24000000953674,564.1500000059605,0.007915725905331494,1,0.0,10.0,0.0,0.0,0.07118759252614577,1,0.9822227954864502,2.8628235041163173,1,False,0.2792698383180201,0.0,10.0,0.09005579352378845,phase_cross_correlation,ambiguous,none,212.35979199991561,212.3643329996412,
dram_anchored_pose-none_0005,dram,anchored,none,none,20260812,422.4269067090371,119.43962208882554,422.429999999702,119.4400000013411,0.0031162902635733956,1,0.0,10.0,0.0,0.0,0.0677902707002867,1,0.9953435659408569,2.757721727692386,1,False,0.2800405205102116,0.0,10.0,0.09219145774841309,phase_cross_correlation,ambiguous,none,212.92770800027938,212.93320799850335,
dram_anchored_pose-none_0006,dram,anchored,none,none,20260813,822.5367760836219,100.19993813258809,822.5399999991059,100.19999998807907,0.0032245088230208377,1,0.0,10.0,0.0,0.0,0.07726742100535294,1,0.9892784953117371,3.039865885392064,1,False,0.26169651118032633,0.0,10.0,0.09421107918024063,phase_cross_correlation,ambiguous,none,208.8937500011525,208.89837499998976,
dram_anchored_pose-none_0007,dram,anchored,none,none,20260814,856.699548287331,361.4823588129435,856.7000000029802,361.48000000044703,0.002401675128175263,1,0.0,10.0,0.0,0.0,0.08809370675193408,1,0.9900448322296143,3.325727722436317,1,False,0.2509564154605716,0.0,10.0,0.0908314660191536,phase_cross_correlation,ambiguous,none,206.11091699902317,206.11570800065238,
dram_anchored_pose-none_0008,dram,anchored,none,none,20260815,91.47238092668637,905.5914305352696,91.47000000067055,905.5900000035763,0.002777630216299483,1,0.0,10.0,0.0,0.0,0.07009745846287127,1,0.99288010597229,2.8296135017884114,1,False,0.29212891463673113,0.0,10.0,0.08842407912015915,phase_cross_correlation,ambiguous,none,213.10395799991966,213.10845799962408,
dram_anchored_pose-none_0009,dram,anchored,none,none,20260816,533.321272010387,472.6861558680793,533.3199999928474,472.68000000715256,0.006285909032950053,1,0.0,10.0,0.0,0.0,0.06956425143009745,1,0.991628110408783,2.813195566494214,1,False,0.2864707428852022,0.0,10.0,0.08703228086233139,phase_cross_correlation,ambiguous,none,213.151583000581,213.1558330002008,
dram_anchored_pose-none_0010,dram,anchored,none,none,20260817,158.01080438142,695.1538958053641,373.5099999997765,864.4700000006706,274.05810780203996,0,0.0,10.0,0.0,0.0,0.06250670655953185,1,0.9762510061264038,2.5841285035652457,1,False,0.2893481180528402,0.0,10.0,0.19682565331459045,phase_cross_correlation,ambiguous,none,213.0323330002284,213.0370419999963,
dram_anchored_pose-none_0011,dram,anchored,none,none,20260818,140.26158646501844,277.5597503670893,140.26000000536442,277.5599999986589,0.0016059794999871383,1,0.0,10.0,0.0,0.0,0.08596283336798254,1,0.9913365840911865,3.2720875967255156,1,False,0.24438132393464818,0.0,10.0,0.08712605386972427,phase_cross_correlation,ambiguous,none,206.04104099948017,206.04625000123633,
dram_anchored_pose-none_0012,dram,anchored,none,none,20260819,684.7645661116504,752.0587068180689,684.7599999904633,752.0500000119209,0.009831476796212876,1,0.0,10.0,0.0,0.0,0.08425294933635266,1,0.9751349091529846,3.2281667892083954,1,False,0.23804848603326456,0.0,10.0,0.08608303219079971,phase_cross_correlation,ambiguous,none,203.68995900025766,203.6947920005332,
dram_anchored_pose-none_0013,dram,anchored,none,none,20260820,160.2351067517593,299.2561096088492,160.24000000953674,299.2600000053644,0.006251332395735778,1,0.0,10.0,0.0,0.0,0.0628360687826565,1,0.984459638595581,2.595342064130728,1,False,0.29355592680951953,0.0,10.0,0.09725779294967651,phase_cross_correlation,ambiguous,none,214.4086669995886,214.41374999994878,
dram_anchored_pose-none_0014,dram,anchored,none,none,20260821,547.4593473261813,590.3574518625045,547.4600000008941,590.3499999940395,0.007480396239485605,1,0.0,10.0,0.0,0.0,0.06811372203651668,1,0.9946298003196716,2.7679358066056876,1,False,0.28713299463245273,0.0,10.0,0.08961956202983856,phase_cross_correlation,ambiguous,none,212.79800000047544,212.80279100028565,
dram_anchored_pose-none_0015,dram,anchored,none,none,20260822,295.38384333105387,167.43571485295203,295.3800000026822,167.42000000178814,0.016178001114961073,1,0.0,10.0,0.0,0.0,0.06556284223758083,1,0.9953054785728455,2.6861294568778926,1,False,0.3072422671467215,0.0,10.0,0.08179330080747604,phase_cross_correlation,ambiguous,none,213.9540419993864,213.9589580001484,
dram_anchored_pose-none_0016,dram,anchored,none,none,20260823,891.0634355628795,225.2081604976576,891.0699999928474,225.19999998807907,0.01047309206420866,1,0.0,10.0,0.0,0.0,0.0665370236630118,1,0.977530837059021,2.717714476961562,1,False,0.2926903041226938,0.0,10.0,0.0823434591293335,phase_cross_correlation,ambiguous,none,211.9170000005397,211.92187499946158,
dram_anchored_pose-none_0017,dram,anchored,none,none,20260824,90.6062556598273,124.00079407296602,90.60999999940395,123.97999998927116,0.021128511437719325,1,0.0,10.0,0.0,0.0,0.07673595663143692,1,0.9817845821380615,3.0249102596496886,1,False,0.2761579295002073,0.0,10.0,0.08671495318412781,phase_cross_correlation,ambiguous,none,213.11012499973003,213.11454199894797,
dram_anchored_pose-none_0018,dram,anchored,none,none,20260825,109.54818884074346,174.1488406861064,109.55000000074506,174.15000000596046,0.0021504239292237434,1,0.0,10.0,0.0,0.0,0.0729723893103963,1,0.9893536567687988,2.9161955817214515,1,False,0.2739374794564545,0.0,10.0,0.08282773941755295,phase_cross_correlation,ambiguous,none,214.28904099957435,214.29408299991337,
dram_anchored_pose-none_0019,dram,anchored,none,none,20260826,231.23683679779344,180.29016024682034,231.24000000953674,180.2800000011921,0.0106412640113456,1,0.0,10.0,0.0,0.0,0.06890081835428917,1,0.9879257678985596,2.792604502773996,1,False,0.280649240005672,0.0,10.0,0.07589593529701233,phase_cross_correlation,ambiguous,none,214.03804199871956,214.04270899984112,
dram_anchored_pose-none_0020,dram,anchored,none,none,20260827,678.5219564311266,677.7955254860101,678.519999999553,677.8000000119209,0.004883544473939145,1,0.0,10.0,0.0,0.0,0.07928039235316015,1,0.9889412522315979,3.095670584883534,1,False,0.28255680627377333,0.0,10.0,0.09477405995130539,phase_cross_correlation,ambiguous,none,213.16508400013845,213.16995800043514,
dram_anchored_pose-none_0021,dram,anchored,none,none,20260828,827.729954021984,494.08618833762546,813.2199999988079,450.5599999986589,45.88101826544254,0,0.0,10.0,0.0,0.0,0.061310741193730416,1,0.9782545566558838,2.5429411086607256,1,False,0.2988749060575813,0.0,10.0,0.1809205561876297,phase_cross_correlation,ambiguous,none,216.03829200103064,216.04266700160224,
dram_anchored_pose-none_0022,dram,anchored,none,none,20260829,662.9662488192854,419.7652230076761,662.9499999880791,419.75,0.022265769204747852,1,0.0,10.0,0.0,0.0,0.08248355569766953,1,0.9776466488838196,3.1818568917652574,1,False,0.2501138279169835,0.0,10.0,0.08793164789676666,phase_cross_correlation,ambiguous,none,207.17741699991166,207.18229199883353,
dram_anchored_pose-none_0023,dram,anchored,none,none,20260830,213.50529312651278,378.59888955464135,213.50999999977648,378.6000000014901,0.004836088101397508,1,0.0,10.0,0.0,0.0,0.07097925139002267,1,0.992779016494751,2.8565130549522895,1,False,0.27873495406906307,0.0,10.0,0.08826857060194016,phase_cross_correlation,ambiguous,none,213.52933299931465,213.53404200090154,
dram_anchored_pose-none_0024,dram,anchored,none,none,20260831,499.15651337698955,907.5884994850786,499.1599999964237,907.6000000014901,0.012017420389166604,1,0.0,10.0,0.0,0.0,0.07300619061489726,1,0.9877070784568787,2.9171947061410783,1,False,0.2716487157381028,0.0,10.0,0.09045731276273727,phase_cross_correlation,ambiguous,none,213.34516700153472,213.35020900005475,
dram_anchored_pose-none_0025,dram,anchored,none,none,20260832,546.4402498790027,512.5697836871215,546.4400000013411,512.570000000298,0.0003304999790393148,1,0.0,10.0,0.0,0.0,0.07061081191286465,1,0.9961956143379211,2.8453113853010485,1,False,0.2801475538367182,0.0,10.0,0.08045832067728043,phase_cross_correlation,ambiguous,none,212.6059999991412,212.6107910007704,
dram_anchored_pose-none_0026,dram,anchored,none,none,20260833,483.36777765861353,86.48143187212058,483.35999999940395,86.48000000044703,0.007908365145203572,1,0.0,10.0,0.0,0.0,0.06527621315241211,1,0.9944102764129639,2.6767532583141276,1,False,0.3085610641499609,0.0,10.0,0.08306272327899933,phase_cross_correlation,ambiguous,none,214.7009580003214,214.7064170003432,
dram_anchored_pose-small_0027,dram,anchored,small,none,20260834,224.039361168415,86.535944556148,224.03999999165535,86.52999999932945,0.005978783396422812,1,-2.7797748775584195,9.844988656233628,2.7797748775584195,0.15501134376637182,0.06182561046153622,1,0.7149046659469604,2.560763678609086,1,False,0.26898268586855384,0.0,10.0,0.3743712306022644,phase_cross_correlation,ambiguous,none,210.42208300059428,210.42720800141979,
dram_anchored_pose-small_0028,dram,anchored,small,none,20260835,134.3098489097896,145.70598015778063,134.3100000023842,145.7099999934435,0.00402267420114238,1,1.6028967935379779,10.023207269057611,-1.6028967935379779,-0.023207269057611057,0.0629208309114201,1,0.8998219966888428,2.598219026365856,1,False,0.3034619861236513,0.0,10.0,0.22783997654914856,phase_cross_correlation,ambiguous,none,212.99108400125988,212.99674999863782,
dram_anchored_pose-small_0029,dram,anchored,small,none,20260836,694.5492442621131,808.474642587429,694.5500000007451,808.4499999992549,0.024654173942684744,1,4.446616184227077,10.211057888570638,-4.446616184227077,-0.21105788857063779,0.05966321669377078,1,0.5607101321220398,2.484955207032206,1,False,0.28352765877626834,0.0,10.0,0.4934161901473999,phase_cross_correlation,ambiguous,none,216.5814589989168,216.58716700039804,
dram_anchored_pose-small_0030,dram,anchored,small,none,20260837,424.7729807558094,745.5237709618125,424.77000001072884,745.5799999982119,0.05630798678373411,1,4.887330447429575,10.058791155105183,-4.887330447429575,-0.05879115510518318,0.0511321572663476,1,0.49269407987594604,2.1582881411655435,1,False,0.28129248619391023,0.0,10.0,0.5519747138023376,phase_cross_correlation,ambiguous,none,216.5459589996317,216.55058400028793,
dram_anchored_pose-small_0031,dram,anchored,small,none,20260838,666.2059866841,667.0144132874726,666.1999999880791,667.0099999904633,0.007437588301336523,1,-0.5226799112253444,10.106292226927351,0.5226799112253444,-0.10629222692735141,0.07212890045836894,1,0.9477630853652954,2.8911239614580464,1,False,0.2733803684053868,0.0,10.0,0.1448727250099182,phase_cross_correlation,ambiguous,none,216.09062499919673,216.09629199883784,
dram_anchored_pose-small_0032,dram,anchored,small,none,20260839,570.4252362077422,476.15252164997924,570.4400000013411,476.15000000596046,0.014977592930429544,1,-1.4858458586059675,9.731363135798347,1.4858458586059675,0.2686368642016532,0.07173389121141842,1,0.839430034160614,2.879289739720445,1,False,0.25184410732150453,0.0,10.0,0.27754366397857666,phase_cross_correlation,ambiguous,none,209.25062500100466,209.25583399912284,
dram_anchored_pose-small_0033,dram,anchored,small,none,20260840,458.6866462973992,255.1685343678363,458.68000000715256,255.1899999976158,0.02247101323648425,1,3.874951741806486,9.842178617086539,-3.874951741806486,0.15782138291346115,0.05677768946705197,1,0.6004059910774231,2.3796829089261498,1,False,0.27033845634758474,0.0,10.0,0.47095903754234314,phase_cross_correlation,ambiguous,none,214.60687499893538,214.61191600064922,
dram_anchored_pose-small_0034,dram,anchored,small,none,20260841,328.8916297670787,887.2243572961602,328.90000000596046,887.2100000083447,0.016619043665491783,1,-3.7707462559711558,10.228771505722474,3.7707462559711558,-0.22877150572247373,0.058147403155697,1,0.6108541488647461,2.4302648737709287,1,False,0.26487840090632436,0.0,10.0,0.4590608477592468,phase_cross_correlation,ambiguous,none,213.07420799894317,213.0821669998113,
dram_anchored_pose-small_0035,dram,anchored,small,none,20260842,609.8846431407513,660.9969200914933,368.5099999997765,580.429999999702,254.46561057343297,0,2.101064028907349,9.788442304986468,-2.101064028907349,0.21155769501353205,0.05683573012407979,1,0.7971289753913879,2.3818494254854987,1,False,0.2952604604707956,0.0,10.0,0.41772112250328064,phase_cross_correlation,ambiguous,none,217.176833000849,217.18262499962293,
dram_anchored_pose-small_0036,dram,anchored,small,none,20260843,135.79748447778692,673.6411714540867,135.78999999165535,673.640000000596,0.007575607958077854,1,1.1823380954244145,9.991311236288338,-1.1823380954244145,0.008688763711662162,0.06975782350815685,1,0.9352157711982727,2.819169244650322,1,False,0.28605824435168503,0.0,10.0,0.18559665977954865,phase_cross_correlation,ambiguous,none,214.75266700144857,214.75862499937648,
dram_anchored_pose-small_0037,dram,anchored,small,none,20260844,547.6301665186736,438.90449098307107,547.609999999404,438.90000000596046,0.02066052697443106,1,3.1968253801898685,10.017599045219745,-3.1968253801898685,-0.01759904521974498,0.05926448613570497,1,0.6729398965835571,2.470696422031007,1,False,0.29009886619313063,0.0,10.0,0.40759187936782837,phase_cross_correlation,ambiguous,none,215.03237500110117,215.03795799981162,
dram_anchored_pose-small_0038,dram,anchored,small,none,20260845,806.503308085577,398.7167938292946,806.4900000002235,398.7099999934435,0.014941932316414129,1,-3.180117657496732,10.227198651800137,3.180117657496732,-0.22719865180013699,0.05516932039186874,1,0.6235352158546448,2.3188025447000506,1,False,0.301932441440627,0.0,10.0,0.45486515760421753,phase_cross_correlation,ambiguous,none,225.72308300004806,225.72850000142353,
