case_id,arch,anchored,pose,noise,weighted,nms_radius,n_peaks,rank
dram_anchored_pose-none_0003,dram,anchored,none,low,True,16,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,False,2,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,False,4,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,False,8,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,False,16,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,True,2,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,True,4,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,True,8,30,1
dram_anchored_pose-none_0004,dram,anchored,none,low,True,16,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,False,2,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,False,4,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,False,8,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,False,16,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,True,2,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,True,4,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,True,8,30,1
dram_anchored_pose-none_0005,dram,anchored,none,low,True,16,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,False,2,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,False,4,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,False,8,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,False,16,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,True,2,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,True,4,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,True,8,30,1
dram_anchored_pose-none_0006,dram,anchored,none,low,True,16,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,False,2,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,False,4,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,False,8,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,False,16,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,True,2,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,True,4,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,True,8,30,1
dram_anchored_pose-none_0007,dram,anchored,none,low,True,16,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,False,2,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,False,4,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,False,8,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,False,16,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,True,2,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,True,4,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,True,8,30,1
dram_anchored_pose-none_0008,dram,anchored,none,low,True,16,30,1
dram_anchored_pose-none_0009,dram,anchored,none,medium,False,2,30,1
dram_anchored_pose-none_0009,dram,anchored,none,medium,False,4,30,1
dram_anchored_pose-none_0009,dram,anchored,none,medium,False,8,30,1
dram_anchored_pose-none_0009,dram,anchored,none,medium,False,16,30,1
dram_anchored_pose-none_0009,dram,anchored,none,medium,True,2,30,1
dram_anchored_pose-none_0009,dram,anchored,none,medium,True,4,30,1
